Top 10 in network cyto.tsv ranked by DMNC method
Rank,Name,Score
1,DDX60,1.0651352154829752
2,IFI44L,1.05627610245958
3,HERC6,1.0515602443932393
4,TREX1,0.9963017743484215
5,OAS1,0.9665622320205864
6,USP18,0.9661691605775912
7,RSAD2,0.9345875423707786
8,IFI27,0.9326337834674442
9,OAS3,0.9287402316371722
10,IFI6,0.9161328981760342
